Student ID	Grade	1st	2nd	3rd	4th	5th	6th	7th
674	11	Huard, B.- PHYSICS	Thomas, J.- US HIST	Foote, M.- ADV ALG: CONC & CONN	Harris, K.- ACADEMIC CONTACT	Tshudy, E.- DANCE II	Mathews, C.- SPAN II	Moore, J.- 11 AM LIT & COMP
675	11	Ford, P.- 11 AM LIT & COMP H	Katz, P.- US HISTORY HON	Johnson, M.- PRECALCULUS	Settles Livers, C.- ACADEMIC CONTACT	Settles Livers, C.- NAT RES MGMT	Campbell, L.- LAT II HON	Csehy, B.- PHYSICS HON
676	11	Stebbins, L.- 11 AM LIT&COMP GF	Gilbert, R.- PHYSICAL COND	Hanley, V.- AP CAL AB GF	Huard, B.- PHYSICS GF	Duncan, K.- AP COMP S PRINC GF	Branch, J.- ACADEMIC CONTACT	Kaiser, D.- AP US HIST GF
677	11	Stebbins, L.- 11 AM LIT&COMP GF	Gilbert, R.- PHYSICAL COND	Keyser, C.- AP PHYSICS I GF	Ford, P.- ACADEMIC CONTACT	Reason, J.- AP US HIST GF	Swanson, K.- AP PSYCH GF	Jameson, A.- AP PRECALCULUS GIFTED
678	11	Branch, J.- US HISTORY HON	Mclendon, J.- PRECALCULUS	Cason, C.- INTRO TEAM SPORTS	Csehy, B.- ACADEMIC CONTACT	Stebbins, L.- 11 AM LIT & COMP H	Stephens, B.- ENG APPLICATION	Chinik, P.- PHYSICS
679	11	Huard, B.- PHYSICS	Harrison, L.- 11 AM LIT & COMP	Foote, M.- ADV ALG: CONC & CONN	Parham, C.- US HIST	Thomas, D.- ACADEMIC CONTACT	Mathews, C.- SPAN II	Lee, W.- PHYSICAL COND
680	11	Hughes, J.- AP US HIST	Clemens, W.- 11 AM LIT & COMP H	Hanley, V.- AP CAL AB	Humphrey, E.- SPAN III HON	Duncan, K.- AP COMP SCI PRINC	Price, T.- ACADEMIC CONTACT	Bonnett, W.- PHYSICS HON
681	11	Echevarria, A.- SPAN III HON	Clemens, W.- 11 AM LIT & COMP H	Huard, B.- PHYSICS HON	Clemens, W.- ACADEMIC CONTACT	Still, C.- ADV MNS CHOR II	Delong, B.- US HISTORY HON	Mobley, D.- ADV ALG: CONC & CONN
682	11	Jones, P.- GENERAL PE I	Mincy, C.- BODY SCULP	Thomas, D.- ADV ALG: CONC & CONN	Parham, C.- US HIST	Johnson, M.- ACADEMIC CONTACT	Harrison, L.- 11 AM LIT&COMP (S)	Echevarria, A.- SPANISH IV
683	11	Chelko, K.- OL PLACEHOLDER						
684	11	Lowe, L.- LATIN II GF	Rockwell, S.- 11 AM LIT & COMP	Chinik, P.- PHYSICS	Johnson, M.- PRECALCULUS	Lester, G.- HOSP/TOURISM MGMT	Thomas, J.- ACADEMIC CONTACT	Reason, J.- US HIST
685	12	Csehy, B.- PHYSICS HON	Echevarria, A.- SPAN III	Tshudy, E.- BALLET I	Winzeler, M.- PRECALCULUS			
686	11	Beall, S.- ENGY/POWER TECH	Stanley, L.- ADV BAND I	Chambers, K.- US HIST	Rockwell, S.- 11 AM LIT & COMP	Johnson, M.- ACADEMIC CONTACT	Conway, C.- STAT REASONING	Lee, W.- PHYSICAL COND
687	11	Csehy, B.- PHYSICS HON	Chvatal, J.- AP BIOLOGY N EO	Rossino, K.- LATIN III HON	Kling, D.- 11 AM LIT & COMP H	Backfisch, R.- AP CAL AB	Branch, J.- ACADEMIC CONTACT	Kaiser, D.- AP US HIST
688	11	Keyser, C.- PHYSICS HON	Stebbins, L.- 11 AM LIT & COMP H	Powers, C.- FRENCH III HON	Goodwin-Morales, A.- ACADEMIC CONTACT	Reason, J.- AP US HIST	Hanley, V.- AP PRECALCULUS	Swanson, K.- AP PSYCH
689	11	Debban, E.- DRAW/PAINT I	Parham, C.- US HISTORY HON	Still, C.- INT WOM CHOR II	Haynes, J.- ACADEMIC CONTACT	Beall, S.- PHYSICS HON	Hanley, V.- AP PRECALCULUS	Rockwell, S.- 11 AM LIT & COMP H
690	11	Mincy, C.- INTERMED TEAM SPORTS	Thomas, J.- US HIST	Lester, G.- HOSP/TOURISM ESSEN	Moore, J.- 11 AM LIT & COMP	Jackson, D.- ACADEMIC CONTACT	Johnson, M.- PRECALCULUS	Chinik, P.- PHYSICS
691	11	Clemens, W.- 11 AM LIT & COMP H	Hanley, V.- PRECALCULUS	Tshudy, E.- BALLET II	Chvatal, J.- AP BIOLOGY N EO	Mathews, C.- ACADEMIC CONTACT	Kaiser, D.- AP US HIST	Csehy, B.- PHYSICS HON
692	11	Mclendon, J.- PRECALCULUS	Branch, J.- US HISTORY HON	Ford, P.- 11 AM LIT & COMP H	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
693	11	Jameson, A.- AP CAL BC GF	Gorun, J.- 11 AM LIT&COMP GF	Settles Livers, C.- NAT RES MGMT	Settles Livers, C.- ACADEMIC CONTACT	Reason, J.- AP US HIST GF	Swanson, K.- AP PSYCH GF	Chvatal, J.- AP BIOLOGY N EO GF
694	11	Hughes, J.- AP US HIST GF	Keyser, C.- AP PHYSICS I GF	Stanley, L.- MSTRY BAND I	Lindahl, L.- ADV DRAMA II	Michael, C.- AP CAL BC GF	Huard, B.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT&COMP GF
695	11	Linderman, A.- PS MVCALC(MA2551	Stebbins, L.- 11 AM LIT&COMP GF	Walters, J.- AP US HIST GF	Humphrey, E.- SPAN III GF	Duncan, K.- AP COMP S PRINC GF	Chouloute, J.- ACADEMIC CONTACT	Keyser, C.- AP PHY C:E&M GF
696	11	Katz, P.- US HIST	Winzeler, M.- GAME D:ANIM &SIMUL	Csehy, B.- PHYSICS	Stanley, L.- INT BAND II	Moore, J.- 11 AM LIT & COMP	Thomas, J.- ACADEMIC CONTACT	Mobley, D.- ADV ALG: CONC & CONN
697	11	Myers, M.- PHYSICS HON	Velasco, K.- 11 AM LIT & COMP H	Katz, P.- US HISTORY HON	Hanley, V.- AP CAL AB	Settles Livers, C.- NAT RES MGMT	Thornton, C.- ACADEMIC CONTACT	Edwards, S.- AP SPANISH
698	11	Keyser, C.- PHYSICS GF	Gorun, J.- 11 AM LIT&COMP GF	Walters, J.- AP US HIST GF	Rossino, K.- AP LATIN GF	Stephens, B.- BUSI COMM	Rossino, K.- ACADEMIC CONTACT	Michael, C.- AP CAL BC GF
699	11	Phillips, L.- ADV CALC II GF	Keyser, C.- AP PHYSICS I GF	Walters, J.- AP US HIST GF	Williams, R.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF	Kimbrough, M.- GERMAN III GF	Phillips, L.- AP COMPSCI A GIF
700	11	Hughes, J.- AP US HIST GF	Kendall, M.- ADV ORCH I	Beall, S.- PHYSICS GF	Stebbins, L.- 11 AM LIT&COMP GF	Mathews, C.- ACADEMIC CONTACT	Thomas, D.- PRECALCULUS	Humphrey, E.- SPAN III GF
701	11	Stebbins, L.- 11 AM LIT&COMP GF	Kendall, M.- ADV ORCH I	Huard, B.- PHYSICS GF	Hanley, V.- AP CAL AB GF	Meyer, M.- AP PSYCH GF	Stebbins, L.- ACADEMIC CONTACT	Edwards, S.- AP SPANISH GF
702	11	Harvey, J.- AP PHYSICS I GF	Parham, C.- US HISTORY GF	Stanley, L.- MSTRY BAND I	Goodwin-Morales, A.- ACADEMIC CONTACT	Gorun, J.- 11 AM LIT&COMP GF	Hanley, V.- AP PRECALCULUS GIFTED	Still, C.- AP MUS TH GIF
703	11	Phillips, L.- ADV CALC II GF	Walters, J.- AP US HIST GF	Martin, S.- SPAN III GF	Keyser, C.- AP PHYSICS I GF	Phillips, L.- LIN ALG/COM SC GF	Huard, B.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF
704	11	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Michael, C.- AP CAL BC GF	Nighbert, C.- GENERAL PE I	Csehy, B.- PHYSICS GF
705	11	Morrison, D.- PHYSICS	Thomas, J.- US HIST	Thomas, D.- ADV ALG: CONC & CONN	Jameson, A.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Tomlinson, S.- WORLD GEOG	Moore, J.- 11 AM LIT & COMP
706	11	Clemens, W.- 11 AM LIT & COMP H	Branch, J.- US HISTORY HON	Beall, S.- PHYSICS HON	Winzeler, M.- PRECALCULUS	Whisonant, M.- ACADEMIC CONTACT	Swanson, K.- AP PSYCH	Echevarria, A.- SPANISH IV
707	11	Stebbins, L.- 11 AM LIT & COMP H	Parham, C.- US HISTORY HON	Winzeler, M.- PRECALCULUS	Settles Livers, C.- ACADEMIC CONTACT	Ceuninck, E.- PEER LEADERS 1	Vigardt, C.- SCULPTURE I	Bonnett, W.- PHYSICS HON
708	11	Michael, C.- AP COMPSCI A GIF	Gorun, J.- 11 AM LIT&COMP GF	Thompson, E.- AP STAT GIFT	Kaiser, D.- AP PSYCH GF	Reason, J.- AP US HIST GF	Stebbins, L.- ACADEMIC CONTACT	Harvey, J.- AP PHYSICS I GF
709	11	Jameson, A.- AP CAL BC GF	Stebbins, L.- 11 AM LIT&COMP GF	Rossino, K.- LATIN III GF	Keyser, C.- AP PHYSICS I GF	Chatham, H.- ACADEMIC CONTACT	Kaiser, D.- AP US HIST GF	Chatham, H.- JOURNALISM II
710	11	Hughes, J.- AP US HIST GF	Keyser, C.- AP PHYSICS I GF	Ford, P.- 11 AM LIT&COMP GF	Haynes, J.- ACADEMIC CONTACT	Byrd, J.- FOUND ENG/TECH	Phillips, L.- AP COMPSCI A GIF	Jameson, A.- AP PRECALCULUS GIFTED
711	11	Johnson, M.- AP PRECALCULUS GIFTED	Myers, M.- PHYSICS GF	Ford, P.- 11 AM LIT&COMP GF	Rossino, K.- AP LATIN GF	Kendall, M.- INT/ADV ORCHESTRA I	Myers, M.- ACADEMIC CONTACT	Thomas, J.- US HISTORY GF
712	11	Harvey, J.- AP PHYSICS I GF	Gorun, J.- 11 AM LIT&COMP GF	Allgood, A.- LATIN III	Delong, B.- US HISTORY GF	Michael, C.- AP CAL BC GF	Myers, M.- ACADEMIC CONTACT	Swanson, K.- AP PSYCH GF
713	11			Keyser, C.- AP PHYSICS I	Myers, M.- ADV PHYS ROBOTIC	Backfisch, R.- AP CAL AB	Price, T.- ACADEMIC CONTACT	Meyer, M.- AP PSYCH
714	11	Phillips, L.- ADV CALC II GF	Humphrey, E.- AP SPANISH GF	Walters, J.- AP US HIST GF	Michael, C.- AP COMPSCI A GIF	Kling, D.- 11 AM LIT&COMP GF	Stebbins, L.- ACADEMIC CONTACT	Keyser, C.- AP PHY C:E&M GF
715	11	Lester, G.- HOSP/TOURISM ESSEN	Chambers, K.- US HIST	Thomas, D.- ADV ALG: CONC & CONN	Rockwell, S.- 11 AM LIT & COMP	Costigan, C.- BEG MUSIC TECH	Chouloute, J.- ACADEMIC CONTACT	Chinik, P.- PHYSICS
716	11	Beall, S.- ENGY/POWER TECH	Clemens, W.- 11 AM LIT & COMP H	Hughes, J.- AP US HIST	Campbell, T.- ACADEMIC CONTACT	Lee, W.- WGT TN	Powers, C.- AP FRENCH	Jameson, A.- AP PRECALCULUS
717	11	Keyser, C.- PHYSICS GF	Martin, S.- SPAN III GF	Michael, C.- CALC GF	Thornton, C.- AP ENV SC GF	Johnson, M.- ACADEMIC CONTACT	Gorun, J.- 11 AM LIT&COMP GF	Kaiser, D.- AP US HIST GF
718	11	Jimenez, J.- SPAN II	Harrison, L.- 11 AM LIT & COMP	Chambers, K.- US HIST	Harris, K.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Cox, T.- ADV ALG: CONC & CONN	Myers, M.- PHYSICS
719	11	Morrison, D.- PHYSICS	Nighbert, C.- WGT TN	Mclendon, J.- PRECALCULUS	Humphrey, E.- SPAN III HON	Moore, J.- 11 AM LIT & COMP	Mclendon, J.- ACADEMIC CONTACT	Reason, J.- US HIST
720	11	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Beall, S.- PHYSICS HON		
721	11	Branch, J.- US HISTORY GF	Humphrey, E.- AP SPANISH GF	Kendall, M.- MSTRY ORCH I				
722	11	Jones, P.- GENERAL PE I	Huard, B.- PHYSICS	Meek, M.- ADV ALG: CONC & CONN	Campbell, T.- ACADEMIC CONTACT	Moore, J.- 11 AM LIT & COMP	Hall, M.- SOCIOLOGY	Chambers, K.- US HIST
723	12			Mobley, D.- AP STAT GIFT	Chvatal, J.- AP BIOLOGY N EO GF	Hanley, V.- ACADEMIC CONTACT	Walters, J.- CONTEM ISSUES	Edwards, S.- AP SPANISH GF
724	11	Katz, P.- US HIST	Rockwell, S.- 11 AM LIT & COMP	MacKay, J.- FOREN SCI	Winzeler, M.- PRECALCULUS	Stephens, B.- BUSI COMM	Huard, B.- ACADEMIC CONTACT	Chinik, P.- PHYSICS
725	11	Jameson, A.- AP CAL BC GF	Walters, J.- AP US HIST GF	Kaiser, D.- AP PSYCH GF	Still, C.- MSTRY WMS CHO II	Gorun, J.- 11 AM LIT&COMP GF	Stebbins, L.- ACADEMIC CONTACT	Harvey, J.- AP PHYSICS I GF
726	11	Jameson, A.- AP CAL BC GF	Martin, S.- SPAN III GF	Kendall, M.- MSTRY ORCH III	Keyser, C.- AP PHYSICS I GF	Gorun, J.- 11 AM LIT&COMP GF	Chouloute, J.- ACADEMIC CONTACT	Phillips, L.- AP COMPSCI A GIF
727	10	Meek, M.- ADV ALG: CONC & CONN	Campbell, L.- LATIN I	Harvey, J.- PHYSICS	Rockwell, S.- 11 AM LIT & COMP	Swanson, K.- ACADEMIC CONTACT	Nighbert, C.- GENERAL PE I	Chambers, K.- US HIST
728	11	Csehy, B.- PHYSICS HON	Stanley, L.- ADV BAND I	Gayle, M.- ADV ALG: CONC & CONN	Edwards, S.- SPAN II HON	Gorun, J.- 11 AM LIT & COMP H	Keyser, C.- ACADEMIC CONTACT	Swanson, K.- AP PSYCH
729	11	Hughes, J.- AP US HIST GF	Mclendon, J.- PRECALCULUS	Thornton, S.- ANAT & PHY GF	Echevarria, A.- SPANISH IV GF	Beall, S.- PHYSICS GF	Mclendon, J.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT&COMP GF
730	11	Stebbins, L.- 11 AM LIT&COMP GF	Branch, J.- US HISTORY GF	Johnson, M.- PRECALCULUS	Cicora, C.- WGT TN	Held, H.- ACADEMIC CONTACT	Settles Livers, C.- BASIC AGRI SCI	Bonnett, W.- PHYSICS GF
731	11	Keyser, C.- PHYSICS GF	Johnson, M.- AP PRECALCULUS GIFTED	Kaiser, D.- AP PSYCH GF	Thomas, J.- US HISTORY GF	Cox, T.- ACADEMIC CONTACT	Campbell, L.- LATIN II GF	Stebbins, L.- 11 AM LIT&COMP GF
732	11	Meek, M.- ADV ALG: CONC & CONN	Humphrey, E.- AP SPANISH GF	Tshudy, E.- BALLET I	Still, C.- MSTRY WMS CHO II	Clemens, W.- 11 AM LIT&COMP GF	Rossino, K.- ACADEMIC CONTACT	Bonnett, W.- PHYSICS GF
733	11	Clemens, W.- 11 AM LIT & COMP H	Branch, J.- US HISTORY HON	Thomas, D.- ADV ALG: CONC & CONN	Morrison, D.- PHYSICS	Mathews, C.- ACADEMIC CONTACT	Hall, M.- SOCIOLOGY	Pearson, J.- SPORTS MEDICINE
734	11	Campbell, L.- LATIN I HON	Gilbert, R.- ADV WGT TN	Beall, S.- PHYSICS HON	Stanley, L.- INT BAND II	Mathews, C.- ACADEMIC CONTACT	Foote, M.- ADV ALG: CONC & CONN	Crawford, A.- 11 AM LIT & COMP H
735	11	Keyser, C.- PHYSICS GF	Clemens, W.- 11 AM LIT&COMP GF	Stanley, L.- MSTRY BAND I	Campbell, T.- ACADEMIC CONTACT	Reason, J.- AP US HIST GF	Phillips, L.- AP COMPSCI A GIF	Michael, C.- AP CAL BC GF
736	11	Hughes, J.- AP US HIST GF	Keyser, C.- AP PHYSICS I GF	Masocco, J.- ADV ALG: CONC & CONN GF	Kaiser, D.- AP PSYCH GF	Held, H.- ACADEMIC CONTACT	Kimbrough, M.- GERMAN III GF	Kling, D.- 11 AM LIT&COMP GF
737	11	Grigg, A.- US HISTORY	Schmiedt, I.- ADV ALG: C&C STRAT	Zoeller, C.- ADV ALG: CONC & CONN	McElroy, R.- ADV BODY SCULP	Cox, T.- ACADEMIC CONTACT	Held, H.- 11 AM LIT & COMP	Myers, M.- PHYSICS
738	11	Morrison, D.- PHYSICS	Harrison, L.- 11 AM LIT & COMP	Thomas, J.- US HIST	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
739	11	Crews, L.- VIS ART COMP I	Walters, J.- AP US HIST GF	Kaiser, D.- AP PSYCH GF	Hanley, V.- AP CAL AB GF	Gorun, J.- 11 AM LIT&COMP GF	Thornton, C.- ACADEMIC CONTACT	Harvey, J.- AP PHYSICS I GF
740	11	Echevarria, A.- SPAN III GF	Beall, S.- PHYSICS GF	Walters, J.- AP US HIST GF	Kling, D.- 11 AM LIT&COMP GF	Meyer, M.- AP PSYCH GF	Huard, B.- ACADEMIC CONTACT	Jameson, A.- AP PRECALCULUS GIFTED
741	11	Teacher, R.- COMP RELIG	Masocco, J.- ADV ALG: CONC & CONN	Thomas, J.- US HIST	Morrison, D.- PHYSICS	Chatham, H.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT & COMP H	Chatham, H.- JOURNALISM I
742	11		Hanley, V.- PRECALCULUS	Phillips, L.- COMP SCI PRINC	Huard, B.- PHYSICS HON	Clemens, W.- 11 AM LIT & COMP H	Mclendon, J.- ACADEMIC CONTACT	Delong, B.- US HISTORY HON
743	11	Clemens, W.- 11 AM LIT & COMP H	Mclendon, J.- PRECALCULUS	Beall, S.- PHYSICS HON				
744	11	Teacher, R.- LIT/HIS OLD TMT TR	Csehy, B.- PHYSICS	Thomas, J.- US HIST	Goodwin-Morales, A.- ACADEMIC CONTACT	Stebbins, L.- 11 AM LIT & COMP H	Hall, M.- SOCIOLOGY	Cox, T.- ADV ALG: CONC & CONN
745	11	Lowe, L.- LATIN II GF	Johnson, M.- AP PRECALCULUS GIFTED	Keyser, C.- AP PHYSICS I GF	Walters, J.- AP US HIST GF	Kendall, M.- INT/ADV ORCHESTRA I	Huard, B.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF
746	11	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF	Hanley, V.- AP PRECALCULUS GIFTED	Thomas, J.- US HISTORY GF
747	11	Stebbins, L.- 11 AM LIT&COMP GF	Gilbert, R.- PHYSICAL COND	Settles Livers, C.- NAT RES MGMT	Keyser, C.- AP PHYSICS I GF	Michael, C.- AP CAL BC GF	Stebbins, L.- ACADEMIC CONTACT	Byrd, J.- AP COMP S PRINC GF
748	11	Myers, M.- PHYSICS HON	Mclendon, J.- PRECALCULUS	Ford, P.- 11 AM LIT & COMP H	Powers, C.- FRENCH III HON	Foote, M.- ACADEMIC CONTACT	Lindahl, L.- MUSIC THEAT I	Delong, B.- US HISTORY HON
749	11	Csehy, B.- PHYSICS GF	Rossino, K.- LATIN III GF	Settles Livers, C.- NAT RES MGMT	Settles Livers, C.- ACADEMIC CONTACT	Winzeler, M.- PRECALCULUS	Gorun, J.- 11 AM LIT&COMP GF	Kaiser, D.- AP US HIST GF
750	11		Cicora, C.- ADV WGT TN	Bonnett, W.- PHYSICS GF	Harris, K.- ACADEMIC CONTACT	Filomeno, N.- SPAN I	Rockwell, S.- 11 AM LIT&COMP GF	
751	11	Echevarria, A.- SPAN III GF	Clemens, W.- 11 AM LIT&COMP GF	Bonnett, W.- PHYSICS GF	Walters, J.- AP US HIST GF	Jameson, A.- CALC GF	Price, T.- ACADEMIC CONTACT	Phillips, L.- AP COMPSCI A GIF
752	11	Branch, J.- US HISTORY GF	Gorun, J.- 11 AM LIT&COMP GF	Kendall, M.- MSTRY ORCH I	Keyser, C.- AP PHYSICS I GF	Hall, M.- ACADEMIC CONTACT	Kimbrough, M.- GERMAN III GF	Backfisch, R.- AP CAL AB GF
753	11	Foote, M.- ADV ALG: CONC & CONN GF	Echevarria, A.- SPAN III	Stephens, B.- ENG CONCEPTS	Harris, K.- ACADEMIC CONTACT	Clemens, W.- 11 AM LIT&COMP GF	Delong, B.- US HISTORY GF	Csehy, B.- PHYSICS GF
754	11	Keyser, C.- PHYSICS HON	Meyer, M.- AP PSYCH	Mobley, D.- AP STAT	Delong, B.- US HISTORY HON	Bui, A.- A/V TECH/FILM III	Branch, J.- ACADEMIC CONTACT	Stebbins, L.- 11 AM LIT & COMP H
755	11	Ford, P.- 11 AM LIT & COMP H	Chambers, K.- US HIST	Whisonant, M.- SPAN I	Winzeler, M.- PRECALCULUS	Bui, A.- A/V TECH/FILM III	Keyser, C.- ACADEMIC CONTACT	Bonnett, W.- PHYSICS HON
756	11	Branch, J.- US HISTORY GF	Johnson, M.- AP PRECALCULUS GIFTED	Lowe, L.- LATIN II GF	Still, C.- MSTRY WMS CHO II	Held, H.- ACADEMIC CONTACT	Gorun, J.- 11 AM LIT&COMP GF	Harvey, J.- AP PHYSICS I GF
757	11	Csehy, B.- PHYSICS GF	Gilbert, R.- PHYSICAL COND	Mclendon, J.- PRECALCULUS	Stebbins, L.- 11 AM LIT&COMP GF	Powers, C.- ACADEMIC CONTACT	Delong, B.- US HISTORY GF	Byrd, J.- AP COMP S PRINC GF
758	11	Michael, C.- AP COMPSCI A GIF	Walters, J.- AP US HIST GF	Huard, B.- PHYSICS GF	Kaiser, D.- AP PSYCH GF	Backfisch, R.- AP CAL AB GF	Mclendon, J.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF
759	11	Jameson, A.- AP CAL BC GF	Lowe, L.- LATIN II GF	Keyser, C.- AP PHYSICS I GF	Walters, J.- AP US HIST GF	Whisonant, M.- ACADEMIC CONTACT	Rockwell, S.- 11 AM LIT&COMP GF	Still, C.- AP MUS TH GIF
760	12	Hanley, V.- PRECALCULUS	Cicora, C.- WGT TN	Beall, S.- PHYSICS HON	Koontz, A.- ACADEMIC CONTACT	Thornton, C.- AP ENV SC	Duncan, K.- AP COMP SCI PRINC	Rockwell, S.- 11 AM LIT & COMP H
761	11	Chvatal, J.- AP BIOLOGY N EO GF	Hughes, J.- SOCIOLOGY	Keyser, C.- AP PHYSICS I GF	Walters, J.- AP US HIST GF	Kling, D.- 11 AM LIT&COMP GF	Rossino, K.- ACADEMIC CONTACT	Michael, C.- AP CAL BC GF
762	10	Chambers, K.- AP WOR HIST GF	Nackers, K.- CHEM GF	Lowe, L.- LATIN II GF	Lohrmann, D.- ACADEMIC CONTACT	Harrison, L.- 10 LIT & COMP GF	Duncan, K.- AP COMP S PRINC GF	Michael, C.- AP CAL BC GF
763	11	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Moore, J.- 11 AM LIT & COMP	Reason, J.- US HIST	Cox, T.- ADV ALG: CONC & CONN
764	11	Stebbins, L.- 11 AM LIT & COMP H	Stanley, L.- ADV BAND I	Hughes, J.- AP US HIST	Huard, B.- PHYSICS HON	Edwards, S.- SPAN II HON	Rossino, K.- ACADEMIC CONTACT	Thomas, D.- ADV ALG: CONC & CONN
765	11	Mclendon, J.- PRECALCULUS	Lowe, L.- LAT II HON	Bonnett, W.- PHYSICS HON	Kaiser, D.- AP PSYCH	Clemens, W.- 11 AM LIT & COMP H	Thornton, C.- ACADEMIC CONTACT	Hall, M.- SOCIOLOGY
766	11	Branch, J.- US HISTORY GF	Myers, M.- PHYSICS GF	Mclendon, J.- PRECALCULUS	Still, C.- MSTRY WOM CHOR I	Held, H.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT&COMP GF	Still, C.- AP MUS TH GIF
767	11	Erwin, J.- AP CHEM GF	Gorun, J.- 11 AM LIT&COMP GF	Hughes, J.- AP US HIST GF	Williams, R.- ACADEMIC CONTACT	Michael, C.- AP CAL BC GF	Stephenson, M.- PEER LEADERS 1	Meyer, M.- AP PSYCH GF
768	12	Debban, E.- DRAW & PAINT II	Timmons, S.- AP ART HIS GIF	Witmer, C.- AP MACRECON GF	Rovie, E.- AP LIT/COMP GF	Mclendon, J.- AP STAT GIFT		
769	11	Mclendon, J.- PRECALCULUS	Beall, S.- PHYSICS HON	Kaiser, D.- AP PSYCH	Delong, B.- US HISTORY HON	Held, H.- ACADEMIC CONTACT	Rockwell, S.- 11 AM LIT & COMP H	Chvatal, J.- AP BIOLOGY N EO
770	11	Jameson, A.- AP CAL BC GF	Katz, P.- US HISTORY GF	Kaiser, D.- AP PSYCH GF	Powers, C.- FRENCH III GF	Kling, D.- 11 AM LIT&COMP GF	Thornton, C.- ACADEMIC CONTACT	Harvey, J.- AP PHYSICS I GF
771	11	Csehy, B.- PHYSICS GF	Stanley, L.- ADV BAND I	Hall, M.- AFRICAN AMER STUDIES	Kling, D.- 11 AM LIT&COMP GF	Winzeler, M.- PRECALCULUS	Branch, J.- ACADEMIC CONTACT	Delong, B.- US HISTORY GF
772	11	Hughes, J.- AP US HIST	Myers, M.- PHYSICS HON	Ford, P.- 11 AM LIT & COMP H	Chetram, M.- BIO ENGIN	Cox, T.- ACADEMIC CONTACT	Kimbrough, M.- GERMAN III	Zoeller, C.- ADV ALG: CONC & CONN
773	11	Morrison, D.- PHYSICS	Katz, P.- US HISTORY HON	Bui, A.- A/V TECH/FILM I	Dunbar, H.- FINANCE LIT	Clemens, W.- 11 AM LIT & COMP H	Keyser, C.- ACADEMIC CONTACT	Mobley, D.- ADV ALG: CONC & CONN
774	11	Lee, W.- ADV WGT TN	Thomas, J.- US HIST	Echevarria, A.- SPAN III	Foote, M.- ADV ALG: CONC & CONN	Thomas, D.- ACADEMIC CONTACT	Held, H.- 11 AM LIT & COMP	Chinik, P.- PHYSICS
775	11	Echevarria, A.- SPAN III GF	Keyser, C.- AP PHYSICS I GF	Mobley, D.- AP STAT GIFT	Kling, D.- 11 AM LIT&COMP GF	Thomas, D.- ACADEMIC CONTACT	Hanley, V.- AP PRECALCULUS GIFTED	Thomas, J.- US HISTORY GF
776	11			Keyser, C.- AP PHYSICS I GF	Myers, M.- ADV PHYS ROBOTIC GF	Thomas, D.- ACADEMIC CONTACT	Hanley, V.- AP PRECALCULUS GIFTED	Edwards, S.- AP SPANISH GF
777	11	Rockwell, S.- 11 AM LIT & COMP	Gilbert, R.- PHYSICAL COND	Pearson, J.- SPORTS MEDICINE	Branch, J.- US HISTORY GF	Held, H.- ACADEMIC CONTACT	Conway, C.- STAT REASONING	Bonnett, W.- PHYSICS GF
778	11	Katz, P.- US HIST	Harvey, J.- PHYSICS	Zoeller, C.- ADV ALG: CONC & CONN	Jimenez, J.- SPAN II	Foote, M.- ACADEMIC CONTACT	Held, H.- 11 AM LIT & COMP	Stephens, B.- FOUND ENG/TECH
779	11	Morrison, D.- PHYSICS	Clemens, W.- 11 AM LIT & COMP H	Phillips, L.- COMP SCI PRINC	Mcdaniel, J.- ECON & PERS FIN HON	Foote, M.- ACADEMIC CONTACT	Cox, T.- ADV ALG: CONC & CONN	Lee, W.- PHYSICAL COND
780	11	Katz, P.- US HIST	Echevarria, A.- SPAN III	Winzeler, M.- PRECALCULUS	Morrison, D.- PHYSICS	Dickens, K.- ACADEMIC CONTACT	Hall, M.- SOCIOLOGY	Moore, J.- 11 AM LIT & COMP
781	11	Bryan, J.- PHYSICS	Meunier, P.- US HISTORY	Jackson, D.- FINANCE LIT	Nagle, J.- ADV ALG: CONC & CONN	Steele, E.- 11 AM LIT & COMP	Stebbins, L.- ACADEMIC CONTACT	Schmiedt, I.- ADV ALG: C&C STRAT
